文件名,顺序,Eye study,语言,省份,省份,省份4分 1=high；2=Upper-middle；3=lower-middle; 4= low,省份3分 1=high；2=middle；3=low,省份3分 1=high；2=middle；3=low(修改四川安徽）,随访,随访次,0：不可用；1：可用；2潜力，需整体近视率补充数据；3潜力，需补充整体城乡数据,不可用理由,我们使用为1,年份,时间分组1:1995-2003；2:2004-2007；3:2008-2011；4:2012-2015；5:2016-2019；6:2020-2023,验光方式1非散瞳；2散瞳；3试片,城市/农村 0=农村，1=城市，2=农村及城市，3=不清楚划分,高度近视人数,男性人数,男性近视人数,男性近视率,男性城市人数,男性城市近视人数,男性农村人数,男性农村近视人数,男性高度近视,男性城市高度近视人数,男性农村高度近视人数,女性人数,女性近视人数,女性近视率,女性城市人数,女性城市近视人数,女性农村人数,女性农村近视人数,女性高度近视,女性城市高度近视人数,女性农村高度近视人数,学前人数,学前近视人数,学前总近视率,学前城市人数,学前城市近视人数,学前城市患病率,学前农村人数,学前农村近视人数,学前农村近视率,学前高度近视人数,学前城市高度近视人数,学前农村高度近视人数,1-3年级城市人数,1-3年级城市近视人数,1-3年级城市患病率,1-3年级农村人数,1-3年级农村近视人数,1-3年级农村患病率,4-6年级城市人数,4-6年级城市近视人数,4-6年级城市患病率,4-6年级农村人数,4-6年级农村近视人数,4-6年级农村患病率,7-9年级城市人数,7-9年级城市近视人数,7-9年级城市近视率,7-9年级农村人数,7-9年级农村近视人数,7-9年级农村近视率,10-12年级城市人数,10-12年级城市近视人数,10-12年级城市近视率,10-12年级农村人数,10-12年级农村近视人数,10-12年级农村近视率,同年同省小学生人口数,同年同省初中人口数,同年同省小学初中人口总数,离群,备注
YunPing Li 2019,187,,0 ,43 ,湖南,3 ,2 ,2 ,0 ,1 ,0 ,,1 ,2018 ,5 ,2 ,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,5219847,2404647,7624494,,验光方法说的不是特别清楚；本文研究的是弱视，只统计了弱视患者中屈光不正的患病情况；原文中涉及2-3岁数据，录入时删除了，性别数据无法删除2-3岁人群，暂未录入
关洁莹 2022,201,,1 ,65 ,新疆,3 ,3 ,3 ,0 ,1 ,1 ,,1 ,2018 ,5 ,1 ,1 ,0 ,2796 ,217 ,7.76%,2796 ,217 ,0 ,0 ,0 ,0 ,0 ,2788 ,207 ,7.42%,2788 ,207 ,0 ,0 ,0 ,0 ,0 ,\,\,,\,\,,\,\,,\,\,\,4161 ,259 ,6.23%,0 ,0 ,,1423 ,165 ,11.58%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,2426826,924483,3351309,,
韩杰 2007,202,,1 ,41 ,河南,3 ,2 ,2 ,0 ,1 ,2 ,,1 ,2006 ,2 ,2 ,1 ,,1582 ,,,,,,,,,,1434 ,,,,,,,,,,3016 ,,,,,,,,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,9970930,5406380,15377310,,散瞳后检影验光+主观验光；研究的是斜视弱视，没有汇报近视情况
崔月娥 2005,204,,1 ,41 ,河南,3 ,2 ,2 ,0 ,1 ,2 ,,1 ,2004 ,2 ,2 ,0 ,,1683 ,,,,,,,,,,1453 ,,,,,,,,,,,,,,,,,,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,10140634,5906674,16047308,,散瞳后电脑验光，不确定有没有进行主观验光；研究的是弱视斜视，没有汇报近视的情况
张颜芳 2013,218,,1 ,41,河南,3 ,2 ,2 ,2 ,1 ,1 ,,1 ,2008 ,3 ,2 ,1 ,,,,,,,,,,,,,,,,,,,,,,7862 ,18 ,0.22%,7862 ,18 ,0.23%,0 ,0 ,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,10365983,4841994,15207977,,、文中只有三年男女合计的人数；描述的不太清楚，但感觉是地区随访
张颜芳 2013,219,,1 ,41,河南,3 ,2 ,2 ,2 ,2 ,0 ,随访重复,,2009 ,3 ,2 ,1 ,,,,,,,,,,,,,,,,,,,,,,7862 ,30 ,0.38%,7862 ,30 ,0.38%,0 ,0 ,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,10520259,4742528,15262787,,文中只有三年男女合计的人数；描述的不太清楚，但感觉是地区随访
张颜芳 2013,220,,1 ,41,河南,3 ,2 ,2 ,2 ,3 ,1 ,,1 ,2010 ,3 ,2 ,1 ,,,,,,,,,,,,,,,,,,,,,,7862 ,40 ,0.51%,7862 ,40 ,0.51%,0 ,0 ,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,10705303,4694044,15399347,,文中只有三年男女合计的人数；描述的不太清楚，但感觉是地区随访
高二伟2006,234,,1 ,41,河南,3 ,2 ,2 ,0 ,1 ,1 ,,1 ,2005 ,2 ,2 ,1 ,,3410 ,,,,,,,,,,3026 ,,,,,,,,,,6436 ,76 ,1.18%,6436 ,76 ,1.18%,0 ,0 ,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,9868409,5698301,15566710,,文中先检查了6436人，定义视力异常(近视or远视)，有性别和年龄比例，对于4-6岁儿童进行了进一步检查，区分了近视，此时没有性别和年龄比例
温舒 2019,237,,1 ,65,新疆,3 ,3 ,3 ,0 ,1 ,1 ,,1 ,2017 ,5 ,2 ,1 ,,,,,,,,,,,,,,,,,,,,,,1978 ,29 ,1.47%,1978 ,29 ,1.47%,0 ,0 ,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,2286283,901806,3188089,,
龙琦2022,239,,1 ,43,湖南,3 ,2 ,2 ,0 ,1 ,1 ,,1 ,2021 ,6 ,2 ,2 ,,3135 ,58 ,1.85%,,,,,,,,2507 ,62 ,2.47%,,,,,,,,5642 ,120 ,2.13%,3578 ,78 ,2.18%,2064 ,42 ,2.03%,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,5300555,2574016,7874571,,不确定用的是不是等效球镜
Yuxia You 2022,246,The Changsha Children Eye Study,0 ,43,湖南,3 ,2 ,2 ,0 ,1 ,1 ,,1 ,2017 ,5 ,1 ,1 ,,,,,,,,,,,,,,,,,,,,,,20539 ,1151 ,5.60%,20539 ,1151 ,5.60%,0 ,0 ,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,5116575,2296294,7412869,,"男女数据感觉不能用，1,2岁的未纳入"
张晓丽 2007,268,,1,14,山西,3 ,2,2,0,1,1,,1 ,2006 ,2 ,2,1 ,0 ,462,,,,,,,,,,424,,,,,,,,,,886 ,64 ,7.22%,0 ,0 ,,0 ,0 ,,0 ,0 ,0 ,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,3377597,1892237,5269834,,
Shiming-Li 2022,277,the Anyang Childhood Eye Study,0 ,41 ,河南,3 ,2 ,2 ,0 ,1 ,1 ,,1 ,2014 ,4 ,2 ,1 ,,4786 ,704 ,14.71%,4786 ,704 ,0 ,0 ,,,0 ,3453 ,529 ,15.32%,3453 ,529 ,0 ,0 ,,,,\,\,,\,\,,\,\,,\,\,\,7921 ,1175 ,14.83%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,9286003,3993606,13279609,,高度近视人数缺乏基线数据，文章只汇报了每年新增的高度近视人数；男女生人数除基线外没有明确汇报，目前填入的是根据文中汇报的男女近视人数（通过每年新增近视人数推算）反推的男女人数，与总人数间存在矛盾
Shiming-Li 2022,278,the Anyang Childhood Eye Study,0 ,41 ,河南,3 ,2 ,2 ,0 ,1 ,1 ,,1 ,2017 ,5 ,2 ,1 ,,4609 ,2113 ,45.84%,4609 ,2113 ,0 ,0 ,,,0 ,3371 ,1850 ,54.88%,3371 ,1850 ,0 ,0 ,,,,\,\,,\,\,,\,\,,\,\,\,\,\,,\,\,,6889 ,3392 ,49.24%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,9820554,4291617,14112171,,高度近视人数缺乏基线数据，文章只汇报了每年新增的高度近视人数；男女生人数除基线外没有明确汇报，目前填入的是根据文中汇报的男女近视人数（通过每年新增近视人数推算）反推的男女人数，与总人数间存在矛盾
体质健康1995,299,体质健康测试,1,13,河北,3,2,2,2,1,1,,1 ,1995,1,3,2,,3743,1569,41.93%,1881,889,1862,680,,,,3738,1896,50.71%,1885,1038,1854,858,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,220,23.34%,932,156,16.78%,943,322,34.11%,932,257,27.56%,942,626,66.44%,930,492,52.88%,937,759,81.02%,921,633,68.73%,,,,,
体质健康1995,300,体质健康测试,1,14,山西,3,2,2,2,1,1,,1 ,1995,1,3,2,,3743,1850,49.43%,1881,1000,1862,851,,,,3738,2079,55.60%,1885,1106,1854,973,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,248,26.31%,932,138,14.81%,943,454,48.17%,932,399,42.83%,942,675,71.63%,930,593,63.77%,937,728,77.66%,921,693,75.25%,,,,,
体质健康1995,310,体质健康测试,1,36,江西,3,3,3,2,1,1,,1 ,1995,1,3,2,,3743,1306,34.89%,1881,855,1862,451,,,,3738,1524,40.76%,1885,987,1854,537,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,193,20.47%,932,39,4.21%,943,329,34.89%,932,93,10.03%,942,601,63.85%,930,314,33.79%,937,718,76.63%,921,541,58.72%,,,,,
体质健康1995,312,体质健康测试,1,41,河南,3,2,2,2,1,1,,1 ,1995,1,3,2,,3743,1314,35.10%,1881,795,1862,518,,,,3738,1550,41.47%,1885,878,1854,672,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,142,15.09%,932,85,9.08%,943,318,33.70%,932,186,20.00%,942,567,60.23%,930,385,41.38%,937,646,68.90%,921,535,58.07%,,,,,
体质健康1995,314,体质健康测试,1,43,湖南,3,2,2,2,1,1,,1 ,1995,1,3,2,,3743,1258,33.61%,1881,748,1862,510,,,,3738,1509,40.36%,1885,876,1854,633,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,144,15.29%,932,102,10.94%,943,290,30.70%,932,123,13.17%,942,527,55.90%,930,308,33.06%,937,663,70.79%,921,611,66.32%,,,,,
体质健康1995,317,体质健康测试,1,46,海南,3,2,2,2,1,1,,1 ,1995,1,3,2,,3743,752,20.08%,1881,492,1862,260,,,,3738,1085,29.02%,1885,680,1854,405,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,71,7.57%,932,38,4.12%,943,177,18.80%,932,55,5.89%,942,389,41.32%,930,218,23.43%,937,534,57.01%,921,353,38.34%,,,,,
体质健康1995,323,体质健康测试,1,64,宁夏,3,2,2,2,1,1,,1 ,1995,1,3,2,,3743,1486,39.71%,1881,928,1862,558,,,,3738,1797,48.06%,1885,1080,1854,717,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,224,23.71%,932,200,21.45%,943,419,44.41%,932,213,22.83%,942,652,69.26%,930,367,39.47%,937,713,76.12%,921,495,53.73%,,,,,
体质健康1995,324,体质健康测试,1,65,新疆,3,3,3,2,1,1,,1 ,1995,1,3,2,,3743,991,26.47%,1881,596,1862,395,,,,3738,1178,31.51%,1885,728,1854,450,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,154,16.34%,932,64,6.89%,943,236,25.00%,932,125,13.44%,942,421,44.66%,930,253,27.22%,937,513,54.80%,921,402,43.64%,,,,,
体质健康2000,327,体质健康测试,1,13,河北,3,2,2,2,2,1,,1 ,2000,1,3,2,,3277,1394,42.54%,1754,779,1523,615,,,,3344,1708,51.08%,1780,913,1564,795,,,,\,\,\,\,\,\,\,\,\,\,\,\,814,234,28.75%,896,225,25.11%,926,309,33.37%,854,329,38.52%,895,464,51.84%,597,276,46.23%,899,685,76.20%,740,580,78.38%,,,,,
体质健康2000,328,体质健康测试,1,14,山西,3,2,2,2,2,1,,1 ,2000,1,3,2,,3591,1525,42.47%,1795,822,1796,703,,,,3598,1679,46.66%,1799,869,1799,810,,,,\,\,\,\,\,\,\,\,\,\,\,\,899,158,17.58%,900,92,10.22%,898,281,31.29%,898,190,21.16%,900,541,60.11%,899,521,57.95%,897,711,79.26%,898,710,79.06%,,,,,
体质健康2000,338,体质健康测试,1,36,江西,3,3,3,2,2,1,,1 ,2000,1,3,2,,3538,1229,34.74%,1798,765,1740,464,,,,3575,1563,43.72%,1798,961,1777,602,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,175,19.44%,840,40,4.76%,899,251,27.92%,893,95,10.64%,898,617,68.71%,896,349,38.95%,899,683,75.97%,888,582,65.54%,,,,,
体质健康2000,340,体质健康测试,1,41,河南,3,2,2,2,2,1,,1 ,2000,1,3,2,,3601,1281,35.57%,1804,795,1797,486,,,,3591,1513,42.13%,1792,896,1799,617,,,,\,\,\,\,\,\,\,\,\,\,\,\,899,155,17.24%,899,58,6.45%,900,292,32.44%,900,115,12.78%,900,547,60.78%,899,372,41.38%,897,697,77.70%,898,558,62.14%,,,,,
体质健康2000,342,体质健康测试,1,43,湖南,3,2,2,2,2,1,,1 ,2000,1,3,2,,3598,1188,33.02%,1800,725,1798,463,,,,3593,1486,41.36%,1795,891,1798,595,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,215,23.89%,899,78,8.68%,899,251,27.92%,899,100,11.12%,897,481,53.62%,899,288,32.04%,899,669,74.42%,899,592,65.85%,,,,,
体质健康2000,345,体质健康测试,1,46,海南,3,2,2,2,2,1,,1 ,2000,1,3,2,,3364,763,22.68%,2126,619,1238,144,,,,3184,1003,31.50%,2050,819,1134,184,,,,\,\,\,\,\,\,\,\,\,\,\,\,1044,152,14.56%,656,22,3.35%,1122,239,21.30%,656,40,6.10%,1097,491,44.76%,545,85,15.60%,913,556,60.90%,515,181,35.15%,,,,,
体质健康2000,353,体质健康测试,1,64,宁夏,3,2,2,2,2,1,,1 ,2000,1,3,2,,3600,1107,30.75%,1803,683,1797,424,,,,3600,1385,38.47%,1800,844,1800,541,,,,\,\,\,\,\,\,\,\,\,\,\,\,901,152,16.87%,899,98,10.90%,901,274,30.41%,899,129,14.35%,901,475,52.72%,899,258,28.70%,900,626,69.56%,900,480,53.33%,,,,,
体质健康2000,354,体质健康测试,1,65,新疆,3,3,3,2,2,1,,1 ,2000,1,3,2,,1202,447,37.19%,601,268,601,179,,,,1198,547,45.66%,600,307,598,240,,,,\,\,\,\,\,\,\,\,\,\,\,\,300,55,18.33%,300,23,7.67%,300,88,29.33%,300,52,17.33%,301,174,57.81%,299,146,48.83%,300,258,86.00%,300,198,66.00%,,,,,
体质健康2005,357,体质健康测试,1,13,河北,3,2,2,2,3,1,,1 ,2005,2,3,2,,3959,1730,43.70%,1961,894,1998,836,,,,4017,2119,52.75%,1994,1063,2023,1056,,,,\,\,\,\,\,\,\,\,\,\,\,\,977,227,23.23%,988,211,21.36%,996,391,39.26%,1003,330,32.90%,981,607,61.88%,973,548,56.32%,1001,732,73.13%,1057,803,75.97%,,,,,
体质健康2005,358,体质健康测试,1,14,山西,3,2,2,2,3,1,,1 ,2005,2,3,2,,3595,1878,52.24%,1800,1020,1795,858,,,,3597,2155,59.91%,1799,1088,1798,1067,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,329,36.56%,897,285,31.77%,899,423,47.05%,898,358,39.87%,900,668,74.22%,899,523,58.18%,900,688,76.44%,899,759,84.43%,,,,,
体质健康2005,368,体质健康测试,1,36,江西,3,3,3,2,3,1,,1 ,2005,2,3,2,,3818,1392,36.46%,1942,839,1876,553,,,,3628,1636,45.09%,1780,950,1848,686,,,,\,\,\,\,\,\,\,\,\,\,\,\,949,166,17.49%,917,67,7.31%,920,320,34.78%,932,148,15.88%,936,638,68.16%,928,434,46.77%,917,665,72.52%,947,590,62.30%,,,,,
体质健康2005,370,体质健康测试,1,41,河南,3,2,2,2,3,1,,1 ,2005,2,3,2,,4320,1691,39.14%,2160,1068,2160,623,,,,4315,1927,44.66%,2157,1212,2158,715,,,,\,\,\,\,\,\,\,\,\,\,\,\,1078,270,25.05%,1080,50,4.63%,1080,458,42.41%,1079,123,11.40%,1080,671,62.13%,1080,368,34.07%,1079,881,81.65%,1079,797,73.86%,,,,,
体质健康2005,372,体质健康测试,1,43,湖南,3,2,2,2,3,1,,1 ,2005,2,3,2,,3703,1582,42.72%,1866,915,1837,667,,,,3683,1824,49.52%,1839,1009,1844,815,,,,\,\,\,\,\,\,\,\,\,\,\,\,929,225,24.22%,921,136,14.77%,934,356,38.12%,916,217,23.69%,922,617,66.92%,923,401,43.45%,920,726,78.91%,921,728,79.04%,,,,,
体质健康2005,375,体质健康测试,1,46,海南,3,2,2,2,3,1,,1 ,2005,2,3,2,,5177,1611,31.12%,3048,1174,2129,437,,,,4512,1872,41.49%,2811,1362,1701,510,,,,\,\,\,\,\,\,\,\,\,\,\,\,1600,368,23.00%,801,65,8.11%,1519,440,28.97%,876,101,11.53%,1578,915,57.98%,1054,297,28.18%,1162,813,69.97%,1099,484,44.04%,,,,,
体质健康2005,383,体质健康测试,1,64,宁夏,3,2,2,2,3,1,,1 ,2005,2,3,2,,3733,1788,47.90%,1862,1015,1871,773,,,,3706,2215,59.77%,1870,1268,1836,947,,,,\,\,\,\,\,\,\,\,\,\,\,\,903,329,36.43%,892,254,28.48%,893,479,53.64%,898,378,42.09%,887,614,69.22%,863,393,45.54%,1049,861,82.08%,1054,695,65.94%,,,,,
体质健康2005,384,体质健康测试,1,65,新疆,3,3,3,2,3,1,,1 ,2005,2,3,2,,5137,1776,34.57%,2608,1132,2529,644,,,,5117,2194,42.88%,2615,1339,2502,855,,,,\,\,\,\,\,\,\,\,\,\,\,\,1232,261,21.19%,1209,112,9.26%,1370,456,33.28%,1255,206,16.41%,1310,728,55.57%,1292,459,35.53%,1311,1026,78.26%,1275,722,56.63%,,,,,
体质健康2010,387,体质健康测试,1,13,河北,3,2,2,2,4,1,,1 ,2010,3,3,2,,3570,1945,54.48%,1782,954,1788,991,,,,3586,2248,62.69%,1787,1089,1799,1159,,,,\,\,\,\,\,\,\,\,\,\,\,\,897,324,36.12%,896,330,36.83%,897,505,56.30%,897,465,51.84%,895,648,72.40%,895,657,73.41%,880,566,64.32%,899,698,77.64%,,,,,
体质健康2010,388,体质健康测试,1,14,山西,3,2,2,2,4,1,,1 ,2010,3,3,2,,3596,2326,64.68%,1799,1276,1797,1050,,,,3596,2558,71.13%,1798,1357,1798,1201,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,459,51.00%,900,418,46.44%,900,616,68.44%,899,494,54.95%,900,752,83.56%,897,594,66.22%,897,806,89.86%,899,745,82.87%,,,,,
体质健康2010,398,体质健康测试,1,36,江西,3,3,3,2,4,1,,1 ,2010,3,3,2,,3576,1659,46.39%,1794,980,1782,679,,,,3573,1927,53.93%,1792,1151,1781,776,,,,\,\,\,\,\,\,\,\,\,\,\,\,895,253,28.27%,899,126,14.02%,900,477,53.00%,890,212,23.82%,896,665,74.22%,882,475,53.85%,895,736,82.23%,892,642,71.97%,,,,,
体质健康2010,400,体质健康测试,1,41,河南,3,2,2,2,4,1,,1 ,2010,3,3,2,,3600,1860,51.67%,1800,1075,1800,785,,,,3600,2069,57.47%,1800,1169,1800,900,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,269,29.89%,900,156,17.33%,900,528,58.67%,900,299,33.22%,900,706,78.44%,900,532,59.11%,900,741,82.33%,900,698,77.56%,,,,,
体质健康2010,402,体质健康测试,1,43,湖南,3,2,2,2,4,1,,1 ,2010,3,3,2,,3594,1728,48.08%,1796,939,1798,789,,,,3596,1978,55.01%,1796,1062,1800,916,,,,\,\,\,\,\,\,\,\,\,\,\,\,899,253,28.14%,899,195,21.69%,899,422,46.94%,900,334,37.11%,895,626,69.94%,900,512,56.89%,899,700,77.86%,899,664,73.86%,,,,,
体质健康2010,405,体质健康测试,1,46,海南,3,2,2,2,4,1,,1 ,2010,3,3,2,,3548,1030,29.03%,1754,599,1794,431,,,,3532,1416,40.09%,1735,762,1797,654,,,,\,\,\,\,\,\,\,\,\,\,\,\,844,203,24.05%,899,164,18.24%,900,329,36.56%,899,165,18.35%,869,394,45.34%,896,284,31.70%,876,435,49.66%,897,472,52.62%,,,,,
体质健康2010,413,体质健康测试,1,64,宁夏,3,2,2,2,4,1,,1 ,2010,3,3,2,,3592,1634,45.49%,1795,1038,1797,596,,,,3600,1853,51.47%,1800,1197,1800,656,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,289,32.11%,900,200,22.22%,900,511,56.78%,899,267,29.70%,900,651,72.33%,900,307,34.11%,895,784,87.60%,898,478,53.23%,,,,,
体质健康2010,414,体质健康测试,1,65,新疆,3,3,3,2,4,1,,1 ,2010,3,3,2,,3600,1361,37.81%,1800,822,1800,539,,,,3588,1656,46.15%,1799,1024,1789,632,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,225,25.00%,896,82,9.15%,900,383,42.56%,900,139,15.44%,900,564,62.67%,893,335,37.51%,899,674,74.97%,900,615,68.33%,,,,,
体质健康2014,417,体质健康测试,1,13,河北,3,2,2,2,5,1,,1 ,2014,4,3,2,,3588,1407,39.21%,1790,744,1798,663,,,,3600,1588,44.11%,1800,812,1800,776,,,,\,\,\,\,\,\,\,\,\,\,\,\,899,200,22.25%,899,203,22.58%,900,332,36.89%,899,338,37.60%,891,501,56.23%,900,427,47.44%,900,523,58.11%,900,471,52.33%,,,,,
体质健康2014,418,体质健康测试,1,14,山西,3,2,2,2,5,1,,1 ,2014,4,3,2,,3600,1968,54.67%,1800,999,1800,969,,,,3600,2176,60.44%,1800,1099,1800,1077,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,282,31.33%,900,292,32.44%,900,547,60.78%,900,480,53.33%,900,609,67.67%,900,624,69.33%,900,660,73.33%,900,650,72.22%,,,,,
体质健康2014,428,体质健康测试,1,36,江西,3,3,3,2,5,1,,1 ,2014,4,3,2,,3600,1757,48.81%,1800,1003,1800,754,,,,3584,1990,55.52%,1784,1124,1800,866,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,250,27.78%,900,172,19.11%,900,542,60.22%,900,285,31.67%,900,678,75.33%,900,510,56.67%,884,657,74.32%,900,653,72.56%,,,,,
体质健康2014,430,体质健康测试,1,41,河南,3,2,2,2,5,1,,1 ,2014,4,3,2,,3600,1986,55.17%,1800,1072,1800,914,,,,3600,2182,60.61%,1800,1179,1800,1003,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,323,35.89%,900,192,21.33%,900,523,58.11%,900,432,48.00%,900,692,76.89%,900,555,61.67%,900,713,79.22%,900,738,82.00%,,,,,
体质健康2014,432,体质健康测试,1,43,湖南,3,2,2,2,5,1,,1 ,2014,4,3,2,,3599,1957,54.38%,1799,988,1800,969,,,,3597,2204,61.27%,1799,1101,1798,1103,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,242,26.89%,900,269,29.89%,900,456,50.67%,900,408,45.33%,898,627,69.82%,900,681,75.67%,900,764,84.89%,898,714,79.51%,,,,,
体质健康2014,435,体质健康测试,1,46,海南,3,2,2,2,5,1,,1 ,2014,4,3,2,,3600,1278,35.50%,1800,669,1800,609,,,,3600,1690,46.94%,1800,859,1800,831,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,195,21.67%,900,126,14.00%,900,339,37.67%,900,268,29.78%,900,462,51.33%,900,477,53.00%,900,532,59.11%,900,569,63.22%,,,,,
体质健康2014,443,体质健康测试,1,64,宁夏,3,2,2,2,5,1,,1 ,2014,4,3,2,,3482,2019,57.98%,1780,1161,1702,858,,,,3398,2220,65.33%,1748,1225,1650,995,,,,\,\,\,\,\,\,\,\,\,\,\,\,884,334,37.78%,842,183,21.73%,852,558,65.49%,847,382,45.10%,894,688,76.96%,873,625,71.59%,898,806,89.76%,790,663,83.92%,,,,,
体质健康2014,444,体质健康测试,1,65,新疆,3,3,3,2,5,1,,1 ,2014,4,3,2,,3568,1099,30.80%,1800,653,1768,446,,,,3566,1273,35.70%,1800,766,1766,507,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,161,17.89%,835,72,8.62%,900,323,35.89%,900,122,13.56%,900,452,50.22%,899,279,31.03%,900,483,53.67%,900,480,53.33%,,,,,
Dengjuan Qian 2016,006,,0 ,53 ,云南,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2014 ,4 ,2 ,0 ,46 ,3897 ,1408 ,36.13%,0 ,0 ,3897 ,1408 ,19 ,0 ,19 ,3784 ,1597 ,42.20%,0 ,0 ,3784 ,1597 ,27 ,0 ,27 ,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,1589 ,344 ,21.65%,0 ,0 ,,4023 ,1583 ,39.35%,0 ,0 ,,2069 ,1079 ,52.15%,\,\,,\,\,,3826943,1897966,5724909,,
Hongyu Guan 2019,010,,0 ,62 ,甘肃,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2012 ,4 ,2 ,0 ,,5193 ,1018 ,19.60%,0 ,0 ,5193 ,1018 ,,,,4774 ,798 ,16.71%,0 ,0 ,4774 ,798 ,,,,\,\,,\,\,,\,\,,\,\,\,\,\,,\,\,,0 ,0 ,,9967 ,1863 ,18.69%,\,\,,\,\,,\,\,,\,\,,2063549,1180171,3243720,,
Jiantao Cui 2021,014,The Lhasa Childhood Eye Study (LCES) ,0 ,54 ,西藏,4 ,3 ,3 ,1 ,1 ,1 ,,1 ,2019 ,5 ,2 ,1 ,,984 ,44 ,4.47%,984 ,44 ,0 ,0 ,,,,872 ,44 ,5.05%,872 ,44 ,0 ,0 ,,,,\,\,,\,\,,\,\,,\,\,\,1856 ,157 ,8.44%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,340952,139808,480760,,
Jianglan Wang 2021,015,,0 ,51 ,四川,4 ,3 ,2 ,0 ,1 ,1 ,,1 ,2019 ,5 ,1 ,1 ,326 ,10118 ,3663 ,36.20%,10118 ,3663 ,0 ,0 ,,,,9337 ,3744 ,40.10%,9337 ,3744 ,0 ,0 ,,,,2932 ,212 ,7.23%,2932 ,212 ,7.23%,0 ,0 ,,3 ,3 ,0 ,7988 ,2009 ,25.15%,0 ,0 ,,6169 ,3461 ,56.10%,0 ,0 ,,2366,1733 ,73.25%,0 ,0 ,,\,\,,\,\,,5557731,2737192,8294923,,
Linglin Liu 2022,030,,0 ,51 ,四川,4 ,3 ,2 ,0 ,1 ,1 ,,1 ,2021 ,6 ,1 ,1 ,37 ,585 ,328 ,56.07%,585 ,328 ,0 ,0 ,22 ,22 ,0 ,553 ,344 ,62.21%,553 ,344 ,0 ,0 ,15 ,15 ,0 ,\,\,,\,\,,\,\,,\,\,\,328 ,98 ,29.88%,0 ,0 ,,327 ,197 ,60.24%,0 ,0 ,,483 ,377 ,78.05%,0 ,0 ,,\,\,,\,\,,5489827,2798061,8287888,,
Min Hu 2019,048,,0 ,53 ,云南,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2014 ,4 ,2 ,0 ,,1877 ,,,,,,,,,,1867 ,,,,,,,,,,\,\,,\,\,,\,\,,\,\,\,\,\,,\,\,,0 ,0 ,,3744 ,185 ,4.94%,\,\,,\,\,,\,\,,\,\,,3826943,1897966,5724909,,根据参考文献13判断，人群属于rural；云南的平均年龄汉族和少数民族是分开报的，这里直接用的少数民族的数据（相差不多）
